invoice_no,stock_code,description,category,quantity,invoice_date,unit_price_GBP,revenue_GBP,customer_id,country,current_stock,reorder_point,lead_time_days,stock_status
531011,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,4,2010-04-29,3.55,14.19,C15647,United Kingdom,128,80,3,Adequate
529414,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,8,2010-04-30,12.72,101.72,C18442,United Kingdom,90,78,17,Adequate
547070,S10002,JUMBO BAG RED RETROSPOT,Bags,8,2010-04-30,1.75,14.04,C14372,United Kingdom,215,51,16,Adequate
541859,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-04-30,2.47,2.47,C15933,Spain,189,53,4,Adequate
563532,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,96,2010-04-30,1.37,131.26,C15356,United Kingdom,108,85,6,Adequate
536387,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,24,2010-04-30,2.53,60.84,C13606,United Kingdom,188,34,9,Adequate
527321,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,1,2010-04-30,7.69,7.69,C19912,United Kingdom,196,86,18,Adequate
581775,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,4,2010-04-30,3.24,12.96,C16076,Belgium,128,80,3,Adequate
542267,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,2,2010-04-30,2.49,4.99,C12271,Australia,144,62,16,Adequate
529255,S10003,PARTY BUNTING,Party,12,2010-04-30,5.1,61.21,C10940,United Kingdom,229,56,6,Adequate
535458,S10002,JUMBO BAG RED RETROSPOT,Bags,6,2010-04-30,1.7,10.21,C17653,United Kingdom,215,51,16,Adequate
520200,S10015,PINK CHERRY LIGHTS,Lighting,2,2010-04-30,7.18,14.36,C18664,United Kingdom,107,31,4,Adequate
513636,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-04-30,2.65,2.65,C10513,United Kingdom,189,53,4,Adequate
564881,S10015,PINK CHERRY LIGHTS,Lighting,2,2010-04-30,6.63,13.25,C15461,United Kingdom,107,31,4,Adequate
586285,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2010-04-30,1.26,1.26,C18491,France,108,85,6,Adequate
574775,S10003,PARTY BUNTING,Party,1,2010-05-01,5.14,5.14,C17118,United Kingdom,229,56,6,Adequate
547689,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,6,2010-05-01,3.39,20.34,C12501,United Kingdom,275,90,18,Adequate
579399,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,8,2010-05-01,2.95,23.63,C13961,United Kingdom,189,53,4,Adequate
556956,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2010-05-01,2.75,8.26,C12528,United Kingdom,189,53,4,Adequate
548016,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,6,2010-05-01,7.65,45.9,C12122,United Kingdom,196,86,18,Adequate
536712,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,2,2010-05-01,4.81,9.61,C12356,United Kingdom,114,46,12,Adequate
577553,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2010-05-01,2.6,5.2,C14171,United Kingdom,188,34,9,Adequate
537725,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,8,2010-05-01,1.73,13.8,C17468,United Kingdom,280,35,16,Adequate
530195,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2010-05-01,1.18,3.54,C12794,United Kingdom,237,65,5,Adequate
580316,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-05-01,1.62,4.87,C19756,Germany,215,51,16,Adequate
598456,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-05-01,1.45,2.89,C15935,United Kingdom,237,65,5,Adequate
553631,S10004,LUNCH BAG RED RETROSPOT,Bags,4,2010-05-02,1.63,6.51,C19790,United Kingdom,154,86,9,Adequate
591280,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,10,2010-05-02,2.73,27.33,C13568,United Kingdom,189,53,4,Adequate
583160,S10012,HAND WARMER UNION JACK,Gifts,3,2010-05-02,1.91,5.72,C11219,United Kingdom,254,60,3,Adequate
548039,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,1,2010-05-02,3.56,3.56,C16623,Spain,128,80,3,Adequate
536171,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,10,2010-05-02,1.87,18.66,C13176,Germany,280,35,16,Adequate
528897,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,1,2010-05-02,3.12,3.12,C11800,United Kingdom,28,22,3,Adequate
563679,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-05-02,1.55,4.65,C15193,United Kingdom,215,51,16,Adequate
564182,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2010-05-02,2.36,4.71,C19290,United Kingdom,188,34,9,Adequate
547137,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,24,2010-05-02,3.59,86.09,C19312,Australia,128,80,3,Adequate
597387,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,8,2010-05-02,2.75,22.01,C17408,United Kingdom,189,53,4,Adequate
572771,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2010-05-02,1.17,4.68,C13722,United Kingdom,108,85,6,Adequate
582961,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,6,2010-05-02,11.91,71.44,C17276,United Kingdom,90,78,17,Adequate
564628,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,4,2010-05-02,1.77,7.1,C14123,Germany,280,35,16,Adequate
592152,S10012,HAND WARMER UNION JACK,Gifts,1,2010-05-02,1.85,1.85,C19799,United Kingdom,254,60,3,Adequate
576723,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,8,2010-05-03,1.89,15.15,C10149,United Kingdom,280,35,16,Adequate
515423,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,4,2010-05-03,4.57,18.29,C18873,United Kingdom,114,46,12,Adequate
582535,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,6,2010-05-03,3.46,20.73,C13225,Netherlands,275,90,18,Adequate
580434,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,1,2010-05-03,12.47,12.47,C18953,United Kingdom,90,78,17,Adequate
514805,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2010-05-03,1.75,1.75,C18374,Netherlands,215,51,16,Adequate
560000,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,2010-05-03,1.91,7.62,C17370,United Kingdom,163,71,12,Adequate
560802,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,3,2010-05-03,12.5,37.5,C18364,United Kingdom,90,78,17,Adequate
539767,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2010-05-03,2.51,5.02,C18546,Australia,188,34,9,Adequate
583641,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-05-03,1.72,3.45,C12201,Australia,163,71,12,Adequate
567289,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,6,2010-05-03,4.68,28.09,C16744,United Kingdom,114,46,12,Adequate
569215,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2010-05-03,1.29,1.29,C18924,United Kingdom,108,85,6,Adequate
515925,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-05-04,1.69,5.07,C19111,United Kingdom,215,51,16,Adequate
540873,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,4,2010-05-04,3.31,13.24,C19526,United Kingdom,128,80,3,Adequate
586029,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,2,2010-05-04,3.61,7.23,C18037,United Kingdom,128,80,3,Adequate
543459,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,10,2010-05-04,3.42,34.24,C15217,United Kingdom,128,80,3,Adequate
544850,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,1,2010-05-04,3.32,3.32,C15419,United Kingdom,275,90,18,Adequate
564049,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,12,2010-05-04,1.4,16.83,C18552,United Kingdom,237,65,5,Adequate
568505,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,8,2010-05-04,3.77,30.14,C16027,United Kingdom,52,71,8,Low
511703,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,3,2010-05-04,3.43,10.3,C19065,United Kingdom,128,80,3,Adequate
515227,S10015,PINK CHERRY LIGHTS,Lighting,24,2010-05-04,7.01,168.26,C19278,United Kingdom,107,31,4,Adequate
554339,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,8,2010-05-04,2.43,19.47,C10717,United Kingdom,188,34,9,Adequate
518331,S10003,PARTY BUNTING,Party,24,2010-05-04,5.06,121.47,C16803,United Kingdom,229,56,6,Adequate
562584,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2010-05-04,1.2,3.59,C14936,United Kingdom,237,65,5,Adequate
576194,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,3,2010-05-04,1.29,3.86,C18446,United Kingdom,108,85,6,Adequate
514661,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,4,2010-05-05,4.24,16.96,C14356,United Kingdom,114,46,12,Adequate
540222,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-05-05,2.57,2.57,C17296,United Kingdom,189,53,4,Adequate
589070,S10004,LUNCH BAG RED RETROSPOT,Bags,12,2010-05-05,1.8,21.61,C10522,United Kingdom,154,86,9,Adequate
573396,S10002,JUMBO BAG RED RETROSPOT,Bags,6,2010-05-05,1.55,9.28,C16019,United Kingdom,215,51,16,Adequate
561900,S10004,LUNCH BAG RED RETROSPOT,Bags,6,2010-05-05,1.49,8.93,C15648,United Kingdom,154,86,9,Adequate
534977,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,24,2010-05-05,1.59,38.06,C12627,United Kingdom,163,71,12,Adequate
583050,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,96,2010-05-05,2.99,286.97,C18607,Spain,189,53,4,Adequate
510851,S10012,HAND WARMER UNION JACK,Gifts,2,2010-05-05,1.68,3.37,C13076,United Kingdom,254,60,3,Adequate
513868,S10004,LUNCH BAG RED RETROSPOT,Bags,8,2010-05-05,1.57,12.57,C10917,Germany,154,86,9,Adequate
521370,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2010-05-06,1.16,4.64,C18397,United Kingdom,237,65,5,Adequate
584070,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,3,2010-05-06,2.52,7.55,C16612,United Kingdom,144,62,16,Adequate
525683,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,48,2010-05-06,2.4,115.04,C19282,United Kingdom,188,34,9,Adequate
577322,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,12,2010-05-06,3.31,39.7,C14852,United Kingdom,128,80,3,Adequate
588399,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,6,2010-05-06,3.22,19.34,C18458,Netherlands,28,22,3,Adequate
513748,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,3,2010-05-06,3.19,9.56,C19958,United Kingdom,275,90,18,Adequate
598629,S10004,LUNCH BAG RED RETROSPOT,Bags,6,2010-05-06,1.64,9.85,C19955,United Kingdom,154,86,9,Adequate
548074,S10003,PARTY BUNTING,Party,4,2010-05-06,5.03,20.14,C14570,United Kingdom,229,56,6,Adequate
562022,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,2,2010-05-06,3.6,7.21,C19701,United Kingdom,52,71,8,Low
540122,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,3,2010-05-06,3.47,10.42,C10152,United Kingdom,275,90,18,Adequate
592611,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,2,2010-05-06,4.17,8.33,C10553,United Kingdom,191,64,15,Adequate
546646,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2010-05-06,1.27,5.09,C14582,France,108,85,6,Adequate
513916,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,8,2010-05-06,1.24,9.95,C17970,United Kingdom,108,85,6,Adequate
543426,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2010-05-06,1.12,1.12,C17758,United Kingdom,237,65,5,Adequate
567527,S10015,PINK CHERRY LIGHTS,Lighting,8,2010-05-06,7.4,59.23,C17215,United Kingdom,107,31,4,Adequate
531803,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,1,2010-05-06,3.74,3.74,C17191,United Kingdom,275,90,18,Adequate
548701,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,4,2010-05-06,2.53,10.11,C11398,United Kingdom,144,62,16,Adequate
593623,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,4,2010-05-06,3.24,12.95,C19963,Australia,275,90,18,Adequate
563583,S10012,HAND WARMER UNION JACK,Gifts,8,2010-05-06,1.99,15.91,C16852,United Kingdom,254,60,3,Adequate
586980,S10002,JUMBO BAG RED RETROSPOT,Bags,8,2010-05-07,1.81,14.45,C13428,United Kingdom,215,51,16,Adequate
597480,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2010-05-07,2.73,8.18,C19248,France,189,53,4,Adequate
543170,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,2010-05-07,1.67,1.67,C17639,United Kingdom,163,71,12,Adequate
567316,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,2010-05-07,1.68,10.1,C19029,United Kingdom,163,71,12,Adequate
591357,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,4,2010-05-07,11.68,46.73,C12612,United Kingdom,90,78,17,Adequate
583963,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-05-07,1.63,4.88,C19158,France,215,51,16,Adequate
543373,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2010-05-07,1.79,3.58,C11521,United Kingdom,215,51,16,Adequate
539587,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2010-05-07,2.53,2.53,C13796,United Kingdom,144,62,16,Adequate
563162,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2010-05-08,1.75,3.51,C17975,United Kingdom,280,35,16,Adequate
543390,S10003,PARTY BUNTING,Party,3,2010-05-08,5.07,15.22,C19213,United Kingdom,229,56,6,Adequate
570678,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2010-05-08,2.66,7.97,C17170,United Kingdom,189,53,4,Adequate
560985,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,2010-05-08,1.68,6.74,C13120,United Kingdom,163,71,12,Adequate
568596,S10015,PINK CHERRY LIGHTS,Lighting,3,2010-05-08,6.51,19.53,C13085,United Kingdom,107,31,4,Adequate
534814,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,24,2010-05-08,1.19,28.45,C18060,Netherlands,237,65,5,Adequate
581381,S10003,PARTY BUNTING,Party,4,2010-05-08,5.13,20.53,C10246,United Kingdom,229,56,6,Adequate
515708,S10003,PARTY BUNTING,Party,3,2010-05-08,4.98,14.94,C18623,United Kingdom,229,56,6,Adequate
533085,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,1,2010-05-08,4.47,4.47,C10566,Germany,114,46,12,Adequate
533283,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,4,2010-05-08,4.28,17.1,C18672,United Kingdom,191,64,15,Adequate
585301,S10002,JUMBO BAG RED RETROSPOT,Bags,6,2010-05-08,1.6,9.6,C18726,Belgium,215,51,16,Adequate
561584,S10004,LUNCH BAG RED RETROSPOT,Bags,4,2010-05-08,1.59,6.34,C16251,United Kingdom,154,86,9,Adequate
564190,S10002,JUMBO BAG RED RETROSPOT,Bags,12,2010-05-08,1.75,20.95,C14271,United Kingdom,215,51,16,Adequate
549274,S10002,JUMBO BAG RED RETROSPOT,Bags,8,2010-05-08,1.71,13.72,C10468,United Kingdom,215,51,16,Adequate
535740,S10015,PINK CHERRY LIGHTS,Lighting,12,2010-05-09,6.94,83.31,C13958,United Kingdom,107,31,4,Adequate
588395,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,1,2010-05-09,3.41,3.41,C12574,United Kingdom,128,80,3,Adequate
519168,S10012,HAND WARMER UNION JACK,Gifts,2,2010-05-09,1.85,3.7,C14247,United Kingdom,254,60,3,Adequate
551919,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-05-09,1.73,3.46,C15395,United Kingdom,163,71,12,Adequate
531955,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,6,2010-05-09,7.34,44.07,C17205,United Kingdom,196,86,18,Adequate
574566,S10004,LUNCH BAG RED RETROSPOT,Bags,3,2010-05-09,1.72,5.16,C11621,United Kingdom,154,86,9,Adequate
554138,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,8,2010-05-09,1.72,13.76,C12995,United Kingdom,163,71,12,Adequate
545102,S10012,HAND WARMER UNION JACK,Gifts,3,2010-05-09,1.83,5.48,C11970,United Kingdom,254,60,3,Adequate
595344,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2010-05-09,1.61,3.22,C18622,United Kingdom,215,51,16,Adequate
565181,S10012,HAND WARMER UNION JACK,Gifts,2,2010-05-09,1.93,3.86,C14415,United Kingdom,254,60,3,Adequate
521476,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2010-05-10,2.43,4.86,C12118,United Kingdom,188,34,9,Adequate
558725,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2010-05-10,1.59,3.18,C11111,United Kingdom,215,51,16,Adequate
574388,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2010-05-10,1.81,3.63,C12214,United Kingdom,280,35,16,Adequate
592806,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2010-05-10,1.3,1.3,C14726,United Kingdom,237,65,5,Adequate
518885,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,8,2010-05-10,1.55,12.43,C10796,Germany,163,71,12,Adequate
518372,S10012,HAND WARMER UNION JACK,Gifts,3,2010-05-10,1.82,5.45,C13307,United Kingdom,254,60,3,Adequate
535764,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,1,2010-05-10,8.06,8.06,C12969,United Kingdom,196,86,18,Adequate
595087,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,3,2010-05-10,12.64,37.93,C19613,Australia,90,78,17,Adequate
537018,S10015,PINK CHERRY LIGHTS,Lighting,12,2010-05-10,7.04,84.54,C16463,United Kingdom,107,31,4,Adequate
550689,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,4,2010-05-10,4.9,19.61,C15934,United Kingdom,114,46,12,Adequate
579929,S10002,JUMBO BAG RED RETROSPOT,Bags,48,2010-05-11,1.72,82.73,C14627,United Kingdom,215,51,16,Adequate
533222,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,4,2010-05-11,1.81,7.24,C14102,United Kingdom,280,35,16,Adequate
543957,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,36,2010-05-11,7.6,273.6,C19937,United Kingdom,196,86,18,Adequate
554695,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,2,2010-05-11,3.08,6.17,C18429,United Kingdom,28,22,3,Adequate
515004,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2010-05-11,1.73,3.46,C18029,United Kingdom,215,51,16,Adequate
540473,S10015,PINK CHERRY LIGHTS,Lighting,6,2010-05-11,6.92,41.52,C12498,United Kingdom,107,31,4,Adequate
579614,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,48,2010-05-11,1.25,59.84,C15233,United Kingdom,237,65,5,Adequate
597283,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,10,2010-05-11,1.87,18.75,C18640,United Kingdom,280,35,16,Adequate
554334,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,4,2010-05-11,4.05,16.2,C13229,United Kingdom,52,71,8,Low
527618,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2010-05-11,2.69,2.69,C19196,United Kingdom,144,62,16,Adequate
519844,S10003,PARTY BUNTING,Party,3,2010-05-11,5.12,15.36,C18001,United Kingdom,229,56,6,Adequate
542777,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,1,2010-05-11,2.32,2.32,C15518,United Kingdom,188,34,9,Adequate
590768,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,2,2010-05-12,4.19,8.38,C10638,United Kingdom,191,64,15,Adequate
515048,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-05-12,1.67,3.34,C17903,United Kingdom,163,71,12,Adequate
529955,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2010-05-12,2.95,8.84,C12629,United Kingdom,189,53,4,Adequate
517286,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,10,2010-05-12,2.42,24.21,C18120,United Kingdom,188,34,9,Adequate
513702,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-05-12,1.8,3.59,C14760,United Kingdom,163,71,12,Adequate
558010,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,2,2010-05-12,12.39,24.77,C11558,United Kingdom,90,78,17,Adequate
558564,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2010-05-12,1.8,3.61,C17817,United Kingdom,280,35,16,Adequate
573614,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,2,2010-05-12,2.61,5.22,C12960,United Kingdom,144,62,16,Adequate
538899,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,3,2010-05-12,1.82,5.47,C12227,United Kingdom,163,71,12,Adequate
590316,S10003,PARTY BUNTING,Party,2,2010-05-12,4.9,9.8,C10952,United Kingdom,229,56,6,Adequate
523526,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,24,2010-05-12,1.61,38.71,C19727,Germany,280,35,16,Adequate
590111,S10003,PARTY BUNTING,Party,3,2010-05-13,4.56,13.69,C10492,United Kingdom,229,56,6,Adequate
547243,S10012,HAND WARMER UNION JACK,Gifts,1,2010-05-13,1.88,1.88,C11616,United Kingdom,254,60,3,Adequate
545147,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2010-05-13,1.71,5.14,C17880,Australia,280,35,16,Adequate
551885,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-05-13,1.2,2.39,C12990,United Kingdom,237,65,5,Adequate
537040,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2010-05-13,2.45,4.9,C13398,Germany,188,34,9,Adequate
529281,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,2,2010-05-13,2.24,4.48,C13583,United Kingdom,144,62,16,Adequate
546035,S10012,HAND WARMER UNION JACK,Gifts,1,2010-05-13,1.81,1.81,C18981,United Kingdom,254,60,3,Adequate
548874,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,8,2010-05-13,2.4,19.21,C16065,United Kingdom,144,62,16,Adequate
514334,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,10,2010-05-13,3.51,35.06,C19321,United Kingdom,52,71,8,Low
514089,S10004,LUNCH BAG RED RETROSPOT,Bags,3,2010-05-13,1.58,4.75,C12381,United Kingdom,154,86,9,Adequate
528501,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2010-05-13,1.18,7.1,C19589,United Kingdom,237,65,5,Adequate
519990,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,3,2010-05-13,3.02,9.06,C12499,United Kingdom,28,22,3,Adequate
514114,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-05-13,1.32,2.65,C14279,United Kingdom,237,65,5,Adequate
580542,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,3,2010-05-13,2.41,7.22,C16847,United Kingdom,188,34,9,Adequate
595364,S10002,JUMBO BAG RED RETROSPOT,Bags,4,2010-05-13,1.6,6.4,C16483,United Kingdom,215,51,16,Adequate
574751,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2010-05-14,2.5,2.5,C15991,United Kingdom,144,62,16,Adequate
587114,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,6,2010-05-14,2.31,13.89,C14706,United Kingdom,188,34,9,Adequate
559349,S10003,PARTY BUNTING,Party,8,2010-05-14,4.63,37.05,C11476,United Kingdom,229,56,6,Adequate
541736,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,12,2010-05-14,1.7,20.37,C10224,France,280,35,16,Adequate
595253,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,1,2010-05-14,3.16,3.16,C16999,United Kingdom,128,80,3,Adequate
586619,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,2010-05-14,1.83,1.83,C11316,United Kingdom,163,71,12,Adequate
592051,S10012,HAND WARMER UNION JACK,Gifts,1,2010-05-14,1.79,1.79,C13544,United Kingdom,254,60,3,Adequate
584821,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,24,2010-05-14,1.44,34.59,C15973,Netherlands,163,71,12,Adequate
510766,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,8,2010-05-14,1.64,13.12,C12796,United Kingdom,163,71,12,Adequate
587496,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,10,2010-05-14,1.15,11.51,C17428,United Kingdom,108,85,6,Adequate
586521,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,2010-05-14,1.7,6.78,C11671,United Kingdom,163,71,12,Adequate
545186,S10003,PARTY BUNTING,Party,4,2010-05-14,4.94,19.75,C12813,United Kingdom,229,56,6,Adequate
548756,S10015,PINK CHERRY LIGHTS,Lighting,2,2010-05-15,6.97,13.94,C16964,United Kingdom,107,31,4,Adequate
599710,S10015,PINK CHERRY LIGHTS,Lighting,10,2010-05-15,6.94,69.36,C14462,Australia,107,31,4,Adequate
572982,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,10,2010-05-15,3.33,33.27,C15402,Belgium,128,80,3,Adequate
581093,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,3,2010-05-15,3.14,9.43,C11506,United Kingdom,275,90,18,Adequate
548353,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,2,2010-05-15,3.78,7.55,C10832,United Kingdom,52,71,8,Low
521836,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,8,2010-05-15,3.56,28.5,C15830,Spain,275,90,18,Adequate
537860,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-05-15,3.0,3.0,C19215,United Kingdom,189,53,4,Adequate
582649,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,12,2010-05-15,4.59,55.14,C11410,United Kingdom,114,46,12,Adequate
596580,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-05-15,1.64,4.92,C11212,United Kingdom,215,51,16,Adequate
591115,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,3,2010-05-15,4.36,13.07,C16633,United Kingdom,191,64,15,Adequate
532187,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,6,2010-05-16,1.99,11.93,C16193,United Kingdom,280,35,16,Adequate
574482,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,6,2010-05-16,3.7,22.19,C12248,France,52,71,8,Low
